> -L"Th_blind"
99.9994572921	39.367532279
100.443635392	39.1239540925
100.661297091	39.0024275235
101.198811142	38.8005575049
101.207041372	38.7735118387
101.304669453	38.7787915564
101.492727196	38.6738032971
101.654833162	38.5942862829
101.78324367	38.5637693481
101.908613168	38.5184926401
102.094730142	38.4811987387
102.243248605	38.4616959497
102.314659222	38.4569035052
102.434272647	38.4557773493
102.607815101	38.4482305101
102.814302455	38.459209695
102.96822919	38.4631439321
103.283467358	38.4608623959
103.523524829	38.4676064968
103.697749054	38.4592486825
103.85630789	38.4470501448
104.046754806	38.4063673642
104.232637404	38.3473306764
104.467540121	38.2477880885
104.619654095	38.1565187905
104.81471117	38.0066541296
105.002818887	37.8516357332
105.146574475	37.6676712863
105.21391459	37.589766523
105.272024455	37.5473075874
