> -L"slip"
119.518887596	37.114859613
119.40172163	36.7978708908
119.281396023	36.5048296851
119.06633289	36.0987934519
118.745746938	35.6072593582
118.693680239	35.4897623299
118.624799127	35.2522634123
118.464181728	34.747499737
118.342564674	34.2483818044
118.260943709	33.8820098782
118.145195674	33.3675072046
118.075693091	33.1498206656
117.94084163	32.6083824796
117.841646178	32.1465074045
117.712300431	31.9094425113
117.489937234	31.4686158915
> -L"slip"
119.197630216	37.1157799021
119.013230449	36.7612922618
118.733531764	36.2668213772
118.575983244	35.9342534456
118.416104936	35.3853048532
118.333784404	34.9739893023
118.229591379	34.6553862586
118.11408026	34.0688706587
118.03501963	33.4886603266
117.946928121	33.1935908293
117.916654111	32.9329283533
117.892871541	32.7276271468
117.870796622	32.5948678036
117.714206732	32.3323336221
117.594465776	32.1239798382
117.418116458	31.6259330383
117.177997935	31.2022849697
